"filename", "language", "JSON", "JSON with Comments", "comment", "blank", "total"
"/Users/darrellparkhouse/projects/html-scss/social-network-js-mysql/ng-client/angular.json", "JSON", -104, 0, 0, -1, -105
"/Users/darrellparkhouse/projects/html-scss/social-network-js-mysql/ng-client/package-lock.json", "JSON", -12318, 0, 0, -1, -12319
"/Users/darrellparkhouse/projects/html-scss/social-network-js-mysql/ng-client/package.json", "JSON", -38, 0, 0, -1, -39
"/Users/darrellparkhouse/projects/html-scss/social-network-js-mysql/ng-client/tsconfig.app.json", "JSON", -13, 0, -1, -1, -15
"/Users/darrellparkhouse/projects/html-scss/social-network-js-mysql/ng-client/tsconfig.json", "JSON with Comments", 0, -32, -1, -1, -34
"/Users/darrellparkhouse/projects/html-scss/social-network-js-mysql/ng-client/tsconfig.spec.json", "JSON", -13, 0, -1, -1, -15
"Total", "-", -12486, -32, -3, -6, -12527
